name,website,profile_url,description,address,,,
"Body Armour Canada, LTD.",https://go.lexipol.com/?target=org_qWsNYXmVWTvphKFK&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/body-armour/,,"Body Armour Canada, LTD.

                
                
                  
                
                British Columbia
                V2R4A8",,,
BODYCAM®,,https://www.police1.com/company-directory/bodycam/,"by PRO-VISION® is the all-new body-worn video camera brought to you by the leader in mobile video products. BODYCAM® offers a Reliable, Simple, Affordable™ approach to body-worn video cameras with an unrivaled combination of features including 1296p True HD Video, Selectable Night Vision, and an IP68 waterproof rating all at a price OVER 50% LESS than other brands.","BODYCAM®
8625-B Byron Commerce Dr. S.W.
              
              
                
                
                
                  
                
                Byron Center, MI
                49315
              
              
                Phone: 1-800-576-1126",,,
"BodyWorn by Utility, Inc.",https://go.lexipol.com/?target=org_nMnNg3FMUmKUwlTe&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/bodyworn/,"™ by Utility, Inc. is a vertically integrated U.S. manufacturer and supplier of software solutions, body-worn cameras, in-car cameras, mobile routers, mobile Digital Multi-Media Evidence management systems, and situational awareness software solutions for the law enforcement community.
With over 50,000 devices deployed, Utility has worked with many progressive first responders to incorporate industry best practices to help solve critical legal evidence capture and field situational awareness management challenges. Both the BodyWorn™ camera and the Rocket IoT™, singularly or in conjunction, utilize their unique communication capabilities to activate specific recording triggers that automatically initiate video recording. These triggers are set by the Department's individual recording policies — including a built-in accelerometer, prone positioning, light bar sensors in concert with a door opening, rapid motion, GeoFence entry, etc. — and can be updated at any time via their video management system, AVaiL Web™.

The BodyWorn camera and the Rocket IoT system offer unique integration with real-time GPS reporting of officer and vehicle, an auto-related video for synchronized video playback, dockless evidence offload and more. Utility’s systems preserve the reputations of law enforcement departments and their officers, discourage frivolous litigation, support prosecution, and promote officer safety.","BodyWorn by Utility, Inc.
250 E. Ponce de Leon Ave. Ste. 700
              
              
                
                
                
                  
                
                Decatur, GA
                30030
              
              
                Phone: 1-800-597-4707",,,
Boston University,https://go.lexipol.com/?target=org_e350d1e665dc9184&source=ads_h1akhUcHakazIzRa&site=policeone,,,,,,
Bradshaw Consulting Services,https://go.lexipol.com/?target=org_aHCV6N3jQ7SR5xw1&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/bradshaw-consulting-services/,"Established in 1998 with the belief that GIS can help make a positive impact in people's lives, BCS provides innovative GIS solutions to commercial and government clients throughout the world.  We offer unique solutions for the mobile, addressing and public safety sectors.","Bradshaw Consulting Services

                
                
                  
                
                Aiken, SC
                29803",,,
Brady Corp/Identicard,,https://www.police1.com/company-directory/brady-corp-identicard/,,"Brady Corp/Identicard
209 Middlesex Turnpike
              
              
                
                
                
                  
                
                Burlington, MA
                1803
              
              
                Phone: (800) 541-1686",,,
Brake Parts Inc (Raybestos),,https://www.police1.com/company-directory/brake-parts-inc-raybestos/,,"Brake Parts Inc (Raybestos)
4400 Prime Parkway
              
              
                
                
                
                  
                
                McHenry, IL
                60050
              
              
                Phone: (815) 759-7397",,,
Brekford Traffic Safety,,https://www.police1.com/company-directory/brekford-traffic-safety/,'s technology provides complete end-to-end solutions for municipalities to keep their citizens and law enforcement officers safe.,"Brekford Traffic Safety
7020 Dorsey Rd., Building C
              
              
                
                
                
                  
                
                Hanover, MD
                21076
              
              
                Phone: 8557620800",,,
"Briarwood Products, LLC",,https://www.police1.com/company-directory/briarwood-products-llc/,,"Briarwood Products, LLC
2900 Bradwell Ave.
              
              
                
                
                
                  
                
                Cleveland, OH
                44109
              
              
                Phone: 216-398-1107",,,
BriefCam,https://go.lexipol.com/?target=org_HXeIFhXrpvDvcGNl&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/briefcam/,"s the industry’s leading provider of Video Synopsis® and Deep Learning solutions for rapid video review and search, smart alerting and quantitative video insights. By transforming raw video into actionable intelligence, BriefCam dramatically shortens the time-to-target for security threats while increasing safety and optimizing operations. BriefCam’s award-winning products are deployed by law enforcement and public safety organizations, government and transportation agencies, major enterprises, healthcare and educational institutions, and local communities worldwide.
For more information about transforming video surveillance into actionable intelligence, visit https://www.briefcam.com/.","BriefCam
275 Grove StreetSuite 2-400
              
              
                
                
                
                  
                
                Newton, MA
                02466
              
              
                Phone: (860) 269-4400",,,
Brief Relief,,https://www.police1.com/company-directory/brief-relief/,,"Brief Relief
Phone: (760) 741-6600",,,
BRINC Drones,https://go.lexipol.com/?target=org_q1SXo2ZduXPfEOkg&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/brinc-drones/,"




BRINC Drones builds powerful search and negotiation tools designed to aid and protect tactical teams in high-risk barricade, hostage and active shooter situations. BRINC's first product is the LEMUR Drone. Born from advanced Department of Homeland Security (DHS) research and developed in close partnership with LVMPD SWAT, the LEMUR represents a new benchmark in tactical UAV capability. It can fly in inclement weather, break windows of structures, enter through them, search rooms while sending live day and night vision video back to tactical commanders, push open doors, flip itself over after crashes, locate suspects, communicate with suspects using a two-way audio system and deploy countermeasures when human life is at risk. Learn more about how BRINC Drones partners with Lexipol and Police1 to provide leadership, guidance and the expertise needed to help agencies navigate the law enforcement grant process.",BRINC Drones,,,
"Broco, Inc.",,https://www.police1.com/company-directory/broco-inc/,,"Broco, Inc.
10868 Bell CT
              
              
                
                
                
                  
                
                Rancho Cucamonga, CA
                91730-4835
              
              
                Phone: +1.909.483.3222",,,
Brother Mobile Solutions,https://go.lexipol.com/?target=org_6t99YvltASDUBHsK&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/brother-mobile-solutions/,"vider of mobile printing solutions for Public Safety applications. Brother’s full-size PocketJet and ultra-portable MPrint mobile printers have been used successfully by law enforcement officers, EMS personnel, and fire and rescue squads to print electronic citations, AMBER Alerts, accident and arrest reports, inspection certificates, and more. Brother Mobile Solutions, Inc., located in Westminster, CO, is a wholly owned subsidiary of Brother International Corporation.","Brother Mobile Solutions
11030 Circle Point Road, Suite 100
              
              
                
                
                
                  
                
                Westminster, CO
                80020
              
              
                Phone: 800-543-6144",,,
BRP,,https://www.police1.com/company-directory/brp/,,"BRP
Phone: (450) 532-5100 ext 5283",,,
Brunswick CGP/Whaler (Dunagin's People LLC),,https://www.police1.com/company-directory/brunswick-cgp-whaler-dunagins-people-llc/,,"Brunswick CGP/Whaler (Dunagin's People LLC)
420 Megan Avenue
              
              
                
                
                
                  
                
                Edgewater, FL
                32131
              
              
                Phone: (386) 423-2914",,,
Business Watch International,,https://www.police1.com/company-directory/business-watch-international/,,"Business Watch International
Suite 1590 2002 Victoria Ave
              
              
                
                
                
                  
                
                Regina, Saskatchewan
                12345
              
              
                Phone: (306) 737-7245",,,
"B&W Tek, Inc (tacticID)",https://go.lexipol.com/?target=org_CTt4nSxMTEwa8wM4&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/tacticid/,"vanced instrumentation company producing optical spectroscopy and laser instrumentation, as well as laboratory, portable and handheld Raman systems. We provide spectroscopy and laser solutions for the pharmaceutical, biomedical, physical, chemical, LED lighting and research communities. Originally established as a producer of green lasers in 1997, we have grown into an industry-leading, total solutions provider; coupling our core technologies with custom design and manufacturing capabilities.","B&W Tek, Inc (tacticID)
9461 Willows Rd Ne
              
              
                
                
                
                  
                
                Redmond, WA
                98052-3577
              
              
                Phone: 302-368-7824",,,
"C&A Associates, Inc. (PADtrax)",,https://www.police1.com/company-directory/c-a-associates-inc-padtrax/,,"C&A Associates, Inc. (PADtrax)
1814 S. Range Road, Suite A |
              
              
                
                
                
                  
                
                Denham Springs, LA
                70726
              
              
                Phone: (800) 679-7764",,,
CalAmp,,https://www.police1.com/company-directory/calamp/,,"CalAmp
1401 N. Rice Avenue
              
              
                
                
                
                  
                
                Oxnard, CA
                93030
              
              
                Phone: (805) 987-9000",,,
Calgary Police Service,https://go.lexipol.com/?target=org_4971fbf8c95dc94c&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/calgary-police-service/,,"Calgary Police Service
5111 47 St NE
              
              
                
                
                
                
                T3J 3R2
              
              
                Phone: 4032661234",,,
California Casualty,https://go.lexipol.com/?target=org_OrXBVVtyxp0mapfC&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/california-casualty/,"From crime prevention to public safety, you face dangers working to keep our communities safer. We are dedicated to protecting you and your family with auto and home insurance designed especially for peace officers.","California Casualty
4000 W. 114th Ste 300
              
              
                
                
                
                  
                
                Leawood, KS
                66111
              
              
                Phone: 1.866.680.5143",,,
California Coast University,https://go.lexipol.com/?target=org_wg2drkRVikwPNJ8P&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/california-coast-university/,"distance learning since its founding in 1973, the University offers online degree programs designed for students whose geographic, professional, or personal time commitments keep them from completing their education in traditional on-campus programs.","California Coast University
925 N Spurgeon St
              
              
                
                
                
                  
                
                Santa Ana, CA
                92701-3700
              
              
                Phone: 888-228-8648",,,
California Commission on POST,https://go.lexipol.com/?target=org_vn9IeMSNcAvAJJ1w&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/commission-on-post/,g provides online courses and materials for convenient training.,"California Commission on POST
860 Stillwater Road #100
              
              
                
                
                
                  
                
                West Sacramento, CA
                95860
              
              
                Phone: 916-227-4829",,,
California Gang Investigators Association,https://go.lexipol.com/?target=org_KmdSW7rjJ9fRhuXe&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/cgia/,"The California Gang Investigator's Association was founded in 1977 to foster better relationships and networking among the various investigative units working street gangs in Los Angeles County and throughout the state of California.  Over the years the Association has grown to include members across the nation and in Australia and Canada.  Membership is limited to all law enforcement officers including corrections, prosecutors, parole, and probation.","California Gang Investigators Association

                
                
                  
                
                Los Angeles, CA
                P.O. Box 861143
              
              
                Phone: (888) 229-CGIA",,,
California Homicide Investigators Association,https://go.lexipol.com/?target=org_T2uO52sbPaIm6QH7&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/california-homicide-investigators-association/,,"California Homicide Investigators Association
5747 Rickenbacker
              
              
                
                
                
                  
                
                City of Commerce, CA
                90040
              
              
                Phone: 323-890-5527",,,
California Peace Officers' Association,https://go.lexipol.com/?target=org_bbba8be49c2c6008&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/cpoa/,"Everything about CPOA is designed to help you do what you do best. CPOA is committed to enabling you to deliver exceptional service to the communities you serve. Since 1921, California Peace Officers’’ Association has focused on providing resources for leadership development and personal growth, as well as advocacy on behalf of all peace officers to support the mission of law enforcement and ensure the safety of our communities.","California Peace Officers' Association
555 Capitol Mall, Suite 1495
              
              
                
                
                
                  
                
                Sacramento, CA
                95814
              
              
                Phone: (916) 263.0541",,,
California Police Athletic Federation,https://go.lexipol.com/?target=org_MYQS2U6v6MNFAd0l&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/california-police-athletic-federation/,"The California Police Athletic Federation (CPAF), is the parent organization of two multi-sport programs designed for peace officers and firefighters.
The World Police & Fire Games (WPFG), are open to active and retired law enforcement and fire service personnel throughout the world.
The United States Police and Fire Championships (USPFC), are open to active or retired law enforcement and fire service personnel from an eligible agency within the USA.","California Police Athletic Federation
8304 Clairemont Mesa Blvd. Suite #107
              
              
                
                
                
                  
                
                San Diego, CA
                92111
              
              
                Phone: (858) 571-9919
              
              
                Fax: (858) 571-1641",,,
California University of Pennsylvania,,https://www.police1.com/company-directory/california-university-of-pennsylvania/,"Middle States Accredited, is proud to offer undergraduate and graduate programs in legal studies and homeland security. Programs are online and delivered in a flexible and quality environment for busy adults seeking professional enhancement. CAL U also offers online Certificate of Homeland Security.","California University of Pennsylvania
250 Univeristy Avenue Dixon Hall LL-19
              
              
                
                
                
                  
                
                California, PA
                15419
              
              
                Phone: +1.724.938.4000",,,
Call2Recycle,https://go.lexipol.com/?target=org_hA42GELeMgzdxK4g&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/call2recycle/,"—North America’s first and largest battery stewardship program—is a non-profit organization that collects and recycles batteries at no cost for municipalities, businesses and consumers. 2014 commemorates Call2Recycle’s 20th anniversary in battery collection and recycling. Since 1996, Call2Recycle has diverted more than 85 million pounds (39 million kilograms) of batteries and cellphones from the solid waste stream and established over 34,000 collection sites throughout the U.S. and Canada. It is the first program of its kind to receive the Responsible Recycling Practices Standard (R2) certification.","Call2Recycle
1000 Parkwood Circle Suite 200
              
              
                
                
                
                  
                
                Atlanta, GA
                
              
              
                Phone: 1.877.273.2925",,,
Callyo,https://go.lexipol.com/?target=org_oyqqmYwPIBq005dK&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/callyo/,"we build innovative, simple, meaningful tools within reach of all in law enforcement to combat crimes such as human trafficking and child exploitation. Callyo has changed the way investigations are done and believes that you shouldn''t need special equipment to do something special. Callyo has been called ""arguably the most innovative new policing technology in the past 20 years"" while maintaining record satisfaction and renewal rates across 100,000+ officers and 10,000+ agencies. We have saved countless man-hours and taxpayer expense, increased prosecution rates, and improved the well-being of investigators with solutions that respect the privacy of our fellow citizens.

Callyo website: https://www.callyo.com","Callyo
200 2ND AVE S #143
              
              
                
                
                
                  
                
                ST Petersburg, FL
                33701
              
              
                Phone: 866-800-1235",,,
CALPIA,,https://www.police1.com/company-directory/calpia/,,"CALPIA
560 East Natoma St.
              
              
                
                
                
                  
                
                Folsom, CA
                95630
              
              
                Phone: (916) 358-1802",,,
Cambli Group inc,,https://www.police1.com/company-directory/cambli-group-inc/,"kWolf is the safest Tactical Armored Truck on the market today. Built with the latest Ballistic Material the BlackWolf is designed and built within the OEM limits of the chassis. BlackWolf is built on an unmodified F-550 chassis that respects GVWR and GAWR, We offer 3000-4000 Lbs of payload.","Cambli Group inc
555 ST-LOUIS
              
              
                
                
                
                  
                
                ST-JEAN-SUR-RICHELIEU, QUEBEC, CANADA, NY
                J3B8X7
              
              
                Phone: 5147024400",,,
"Cambridge Sensors USA, LLC",,https://www.police1.com/company-directory/cambridge-sensors-usa-llc/,,"Cambridge Sensors USA, LLC
10051 Bode Road
              
              
                
                
                
                  
                
                Plainfield, IL
                60585
              
              
                Phone: (877) 374-4062",,,
Camcode,https://go.lexipol.com/?target=org_xkjVkMf3ZBGMWToY&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/camcode/,"Founded in 1979, Camcode® is a recognized worldwide leader in the design and manufacture of durable pre-printed bar code labels and customized services for asset tracking applications utilizing automatic identification and data capture. Camcode's extensive collection of tailored services includes project management, data management and uniquely engineered identification products to deliver a completely personalized asset tracking solution.","Camcode
18531 South Miles Road
              
              
                
                
                
                  
                
                Cleveland, OH
                44128
              
              
                Phone: 800-627-3917",,,
Camp Verde Marshal's Office,,https://www.police1.com/company-directory/camp-verde-marshals-office/,,"Camp Verde Marshal's Office
646 S 1st St
              
              
                
                
                
                  
                
                CAMP VERDE, AZ
                86322-7054
              
              
                Phone: 9285548300",,,
"Canon U.S.A., Inc. (Virtual Imaging Inc)",,https://www.police1.com/company-directory/canon-u-s-a-inc-virtual-imaging-inc/,,"Canon U.S.A., Inc. (Virtual Imaging Inc)
One Canon Plaza
              
              
                
                
                
                  
                
                Lake Success, NY
                11042-1198
              
              
                Phone: (516) 328-4806",,,
CAPERS,,https://www.police1.com/company-directory/capers/,,"CAPERS
9930 W. 190th Street  Suite L
              
              
                
                
                
                  
                
                Mokena,, IL
                60448
              
              
                Phone: (708) 479-6532",,,
CAPERS North America,,https://www.police1.com/company-directory/capers-north-america/,The LEADER in small to mid-size agency CAD/RMS solutions. CAPERS specializes in partnering with smaller agencies to provide a truly integrated solution with the needs of small to mid-sized agencies in mind.,"CAPERS North America
632 Executive Dr
              
              
                
                
                
                  
                
                Willowbrook, IL
                60527
              
              
                Phone: 708-995-7500",,,
Cardiac Science Corporation,,https://www.police1.com/company-directory/cardiac-science/,,"Cardiac Science Corporation
500 Burdick Parkway
              
              
                
                
                
                  
                
                Deerfield, WI
                53531
              
              
                Phone: 1.800.426.0337",,,
Cardinal Tracking Inc.,,https://www.police1.com/company-directory/cardinal-tracking-inc/,,"Cardinal Tracking Inc.
1825 Lakeway Drive
              
              
                
                
                
                  
                
                Lewisville, TX
                75057
              
              
                Phone: (800) 285-3833",,,
CARFAX,https://go.lexipol.com/?target=org_u78v7rNreD9z1s6s&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/carfax/,"for Police provides trusted insights and solutions that power law enforcement agencies to create better protected communities, and safer, more efficient agencies. The number one reason nearly 5,000 interoperable crime-fighting agencies across North America partner – for FREE – with CARFAX for Police is to solve crimes faster using the suite of Investigative Tools, powered by 26 billion records on world’s largest data vehicle history platform.
Interoperable network partners include National Center for Missing and Exploited Children, RISS Networks, Real-Time Crime and Fusion Centers, IAATI and IACP. In exchange for agency-provided accident data, partners get FREE access to the Investigative Tools and our suite of Traffic and Records solutions which save time, drive cost savings and revenue, and improve citizen-officer relationships. Learn more at www.carfaxforpolice.com.  
Get started today for FREE!","CARFAX
5860 Trinity Pkwy, Suite 600
              
              
                
                
                
                  
                
                Centreville, VA
                20120-1998
              
              
                Phone: 800-990-2452",,,
"Carlson Software, Inc.",,https://www.police1.com/company-directory/carlson-software-inc/,,"Carlson Software, Inc.
2 Kingsbury Ave
              
              
                
                
                
                  
                
                Watertown, MA
                02472-5713
              
              
                Phone: +1.617.393.2300",,,
"Carson Manufacturing Company, Inc.",,https://www.police1.com/company-directory/carson-manufacturing-company-inc/,,"Carson Manufacturing Company, Inc.
5451 N Rural St
              
              
                
                
                
                  
                
                Indianapolis, IN
                46220-3691
              
              
                Phone: (317) 257-3191",,,
Casio America - GShock (Vision Creative),https://go.lexipol.com/?target=org_NzzT1PlAszMAQal5&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/casio-america-gshock/,,"Casio America - GShock (Vision Creative)
Casio America, Inc.
              
              
                
                
                
                  
                
                Dover, NJ
                7801
              
              
                Phone: 973-361-5400",,,
Cast Products,,https://www.police1.com/company-directory/cast-products/,,"Cast Products
PO Box 1202
              
              
                
                
                
                  
                
                Athens, AL
                25612
              
              
                Phone: (800) 468-2278",,,
Caterpillar Inc,https://go.lexipol.com/?target=org_0sL7vRWRmDz05zcG&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/caterpillar-inc/,,"Caterpillar Inc
Address: P.O. Box 610
              
              
                
                
                
                  
                
                Mossville, IL
                61552-0610
              
              
                Phone: 919.792.6326",,,
CCW Safe,https://go.lexipol.com/?target=org_eyKROr1mmjDdfPAd&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/ccw-safe/,"gal service membership plan that was designed for CCW permit/license holders, active/retired military, law  enforcement ofﬁcers and gun owners. We are not an insurance  plan, we are a legal defense service plan. CCW Safe takes on the burden of the expenses associated with defending a self-defense/use of force critical incident. These expenses can include attorneys fees, investigators, experts, and other associated costs, such as depositions, document fees, trial exhibits, and more.
CCW Safe does not have the conﬂicts of an insurance product because the company is designed to indemnify the cost of the incident and not the outcome of a trial. It is not a reimbursement package and no money is required to be paid back to the company regardless of the outcome. You are covered where your permit is honored in all states and Washington DC (New Jersey, New York, and Washington excluded).  CCW Safe members will not have any out of pocket expenses associated with defending a self defense incident, nor will they be limited by a policy cap on defense costs.","CCW Safe
18 West Park Pl.
              
              
                
                
                
                  
                
                Oklahoma City, OK
                73103
              
              
                Phone: (855) 639-2297",,,
CDW-G,https://go.lexipol.com/?target=org_1be5540433313cd5&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/cdw-g/,"""  Untitled Document A wholly owned subsidiary of CDW (NASDAQ: CDW), CDW Government (CDW-G) is a leading provider of technology solutions to government, education and healthcare customers. The company features dedicated account managers who help customers choose the right technology products and services to meet their needs. The company’s solutions architects and engineers offer expertise in designing customized solutions, while its advanced technology engineers assist customers with the implementation and long-term management of those solutions. Areas of focus include notebooks, desktops, printers, servers and storage, unified communications, security, wireless, power and cooling, networking, software licensing and mobility solutions.  For more information about CDW-G product offerings, procurement options, service and solutions, call 1.800.808.4239, email cdwgsales@cdwg.com or visit the CDW-G Web site at www.CDWG.com.   ""","CDW-G
One CDW Way
              
              
                
                
                
                  
                
                Vernon Hills, IL
                60061
              
              
                Phone: 8473715049",,,
Cellebrite,https://go.lexipol.com/?target=org_7b5ee22ec8898e3c&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/cellebrite-inc/,,"Cellebrite
8065 Leesburg Pike, Suite T3-302
              
              
                
                
                
                  
                
                Vienna, VA
                22182
              
              
                Phone: +1 800 942 3415",,,
Cellsense,https://go.lexipol.com/?target=org_I4ckGdDQwMecaMQa&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/cellsense/,"ps correctional facilities keep ahead of the fight against inmate cell phones and contraband. The illicit use of cell phones in prisons is recognized as a worldwide problem. Inmates use contraband cell phones to intimidate witnesses, threaten victims, organize crimes and plot escapes. 


Cellsense detects all cell phones even if they are switched off or concealed in a body cavity. Cell phones are increasingly manufactured with reduced metal content, making detection using conventional metal detectors less certain. Cell phones do however contain essential components that Cellsense readily detects. Cellsense also finds other contraband items such as blades, shanks, radio receivers or transceivers.","Cellsense
2150 Western Court, Ste 360
              
              
                
                
                
                  
                
                Lisle, IL
                60532
              
              
                Phone: 630-541-6509",,,
Center for Mindfulness,,https://www.police1.com/company-directory/center-for-mindfulness/,,Center for Mindfulness,,,
"Center Mass, Inc.",,https://www.police1.com/company-directory/center-mass-inc/,"porated was founded in 1996 by our president, Jeff Felts, based on his experiences as a Solider, Police Officer and SWAT Sniper in suburban Detroit, Michigan. The results of these efforts are innovative operational products, training aids and training concepts designed to help you succeed in a variety of environments.","Center Mass, Inc.
6845 Woonsocket St
              
              
                
                
                
                  
                
                Canton, MI
                48187-2749
              
              
                Phone: 7344252195",,,
Cen-Tex CHL llc,,https://www.police1.com/company-directory/cen-tex-chl-llc/,We have Texas license to carry classes and Level lll training,"Cen-Tex CHL llc
165 PR 3556
              
              
                
                
                
                  
                
                Valley Mills, TX
                76689
              
              
                Phone: 12543400245",,,
Centice Corporation,https://go.lexipol.com/?target=org_VIZ8TTZKBLUeHdOg&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/centice-corp/,"d delivers advanced sensor technologies and products to select markets in pharmaceutical development, biotechnology, healthcare, process manufacturing and homeland security. With patented Coded Aperture designs and an expertise in sensor fusion engineering, the company leads the market in low cost advantages, measurement reliability, and unsurpassed data acquisition area size.","Centice Corporation
215 Southport Drive, Suite 1000
              
              
                
                
                
                  
                
                Morrisville, NC
                27560
              
              
                Phone: 866-498-7277",,,
Central Intelligence Agency,,https://www.police1.com/company-directory/central-intelligence-agency/,,"Central Intelligence Agency
930 Dolly Madison Blvd
              
              
                
                
                
                  
                
                McLean, VA
                22101
              
              
                Phone: 703-482-3413",,,
CentralSquare Technologies,https://go.lexipol.com/?target=org_GIIy3ZZ8tkIN7vSd&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/centralsquare-technologies/,"provides technology solutions that help over 7,500 public sector agencies deliver vital safety and administrative services to 3 out of every 4 residents of the U.S. and Canada. CentralSquare’s mission is to innovate on behalf of the public sector to create the broadest and most agile software platform to help solve some of the most pressing issues facing local governments today.","CentralSquare Technologies
1000 Business Center Drive
              
              
                
                
                
                  
                
                Lake Mary, FL
                32746
              
              
                Phone: 800-727-8088",,,
Centro-PMI,,https://www.police1.com/company-directory/centro-pmi/,,"Centro-PMI
11 E Madison
              
              
                
                
                
                  
                
                Chicago, IL
                60601
              
              
                Phone: 312-423-1565",,,
"Century International Arms, Inc.",,https://www.police1.com/company-directory/century-international-arms-inc/,,"Century International Arms, Inc.
430 South Congress Ave. Suite 1
              
              
                
                
                
                  
                
                Delray Beach, FL
                33445
              
              
                Phone: (561) 265-4500",,,
Charter Oak State College,https://go.lexipol.com/?target=org_jwnStYebz5w6S6Aa&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/charter-oak-state-college/,"s an accredited, affordable public online college, offering bachelor’s degrees in Public Safety Administration, Criminal Justice, CyberSecurity, Health Information Management, Nursing, Sociology, Business Administration and more.  The College is dedicated to helping working professionals obtain and/or complete a degree.  It accepts prior college credits, credit for qualified academy training & military service.","Charter Oak State College
55 Paul Manafort Drive
              
              
                
                
                
                  
                
                New Britain, CT
                06053
              
              
                Phone: 860-515-3701",,,
ChemImage Corporation,https://go.lexipol.com/?target=org_cXtCFyPovbDIeBrK&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/chemimage-corporation/,"front lines of threat detection for over a decade, helping to keep the world safer from terrorism, drug smuggling and criminal activity.
Our standoff threat detection capabilities, material scanning ability and innovative software are all the result of our proprietary molecular chemical imaging technology -- deployed within standoff systems that help law enforcement and security detect chemical, explosive or narcotic materials.","ChemImage Corporation
7325 Penn Avenue, Suite 200
              
              
                
                
                
                  
                
                Pittsburgh, PA
                15208",,,
"Chinook Medical Gear, Inc",,https://www.police1.com/company-directory/chinook-medical-gear-inc/,,"Chinook Medical Gear, Inc
120 Rock Point Drive
              
              
                
                
                
                  
                
                Durango, CO
                81301
              
              
                Phone: (970) 375-1241",,,
"Choice Marketing, Inc.",,https://www.police1.com/company-directory/choice-marketing-inc/,,"Choice Marketing, Inc.
369 Turner Industrial Way
              
              
                
                
                
                  
                
                Aston, PA
                19014-3014
              
              
                Phone: +1.610.494.1270",,,
Chrysler Corporation,https://go.lexipol.com/?target=org_c90c624c5142ecb7&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/chrysler-llc/,"manufactures the Dodge Charger police vehicles. Safety comes standard on our police vehicles with a police-specific Electronic Stability Program designed to help keep your patrol vehicle on the road. Power comes standard in the form of a 3.5L V6 Engine, which produces 250 HP. The optional 5.7L V8 Hemi puts out a whopping 340 HP and 390 lb.-ft. of torque.","Chrysler Corporation
1000 Chrysler Dr.
              
              
                
                
                
                  
                
                Auburn Hills, MI
                48326
              
              
                Phone: 2485766567",,,
CIGNA,https://go.lexipol.com/?target=org_XasCWr1pAjEFEBQv&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/cigna/,,"CIGNA
900 Cottage Grove Road
              
              
                
                
                
                  
                
                Bloomfield, CT
                6002
              
              
                Phone: 4143323156",,,
Cirlot-NLEOMF,https://go.lexipol.com/?target=org_HyqxHRK27mhkV1CU&source=ads_h1akhUcHakazIzRa&site=policeone,,,,,,
Cisco,https://go.lexipol.com/?target=org_66e6bb00cdd66a60&source=ads_h1akhUcHakazIzRa&site=policeone,https://www.police1.com/company-directory/cisco/,"worldwide leader in networking for the Internet. Today, networks are an essential part of business, education, government and home communications, and Cisco's Internet Protocol-based (IP) networking solutions are the foundation of these networks.

Since Cisco’s inception in 1984, they have been a leader in the development of IP-based networking technologies. Today, with more than 47,000 employees worldwide, this tradition of innovation continues with industry-leading products and solutions in the company's core development areas of routing and switching, as well as other advanced technologies.

Protect and Secure People and Assets
In the area of Safety and Security, Cisco believes true safety and security is more than just a camera on a building. It is about securing your networks, preventing disasters, responding to threats, communicating across channels, sectors, and boundaries. And it's about planning and collaborating. Network security and physical security are converging. Are you ready?

• Prepare: Adopt early warning tools and continuity and situation response plans.
• Prevent: Safeguard employees, citizens, property, and assets.
• Detect: Provide instant notification of security breaches and threats.
• Assess: Determine the scope of the incident and next actions.
• Respond: Coordinate real-time communication.","Cisco
170 West Tasman Dr.
              
              
                
                
                
                  
                
                San Jose, CA
                95134
              
              
                Phone: 919-392-8418; (800) 553-6387",,,
